"date","month","year","ind","maxtp","ind.1","mintp","igmin","gmin","ind.2","rain","cbl","wdsp","ind.3","hm","ind.4","ddhm","ind.5","hg","sun","glorad","soil","pe","evap","smd_wd","smd_md","smd_pd"
29,"sep",2013,0,17.5,0,14.8,0,14.2,0,3.8,999.3,6.7,0,12,0,90,0,19,0,283,15.847,0.8,1.1,0,-3,-10
30,"sep",2013,0,18.7,0,15.6,0,14,0,11.7,996,8.9,0,14,0,150,0,22,1,531,15.74,0.9,1.7,0,-10,-10
1,"oct",2013,0,19,0,15.6,0,14.8,0,16.2,994.3,9.1,0,16,0,130,0,26,1.1,554,15.965,1,1.6,0,-10,-10
2,"oct",2013,0,18.4,0,15.6,0,14.7,0,8.2,993.5,10.3,0,15,0,140,0,26,2.3,669,16.13,0.9,1.6,0,-7.3,-10
3,"oct",2013,0,18.5,0,13.8,0,14,0,0.8,996.9,5.2,0,11,0,170,0,20,0.6,684,16.438,0.9,1.4,0.1,0.1,-9.4
4,"oct",2013,0,16.4,0,13.4,0,12.9,0,2.7,1006.1,5.4,0,10,0,290,0,16,3.9,888,16.14,0.9,1.6,0,-1.7,-10
5,"oct",2013,0,18,0,13.8,0,11.5,0,0,1015.8,9.3,0,14,0,200,0,21,6.2,1042,15.595,1.1,1.9,1.1,1.1,-8.4
6,"oct",2013,0,17.6,0,16.1,0,14.9,0,2.8,1017.7,11.4,0,17,0,210,0,25,0,214,16.177,0.6,0.9,0,-1,-10
7,"oct",2013,0,17.1,0,14.6,0,15.7,0,4.3,1016.8,12,0,21,0,200,0,29,0.1,233,16.14,0.8,0.8,0,-3.5,-10
8,"oct",2013,0,17,0,12,0,13,0,1.1,1022.5,4,0,9,0,320,0,15,4.7,935,16.055,0.9,1.4,0,-0.2,-9.7
9,"oct",2013,0,15.3,0,9.1,0,10,0,1,1024.9,7.6,0,15,0,350,0,25,1,660,14.637,1.1,1.7,0.1,0.1,-9.1
10,"oct",2013,0,12.3,0,5.2,0,3.4,0,0,1026.9,5.6,0,19,0,50,0,27,8.9,1248,12.405,1,1.8,1.1,1.1,-7.6
11,"oct",2013,0,14.8,0,3.6,0,0.4,0,0,1025.4,3.9,0,9,0,70,0,12,7,1014,11.347,1.1,1.6,2.2,2.2,-6.1
12,"oct",2013,0,12.6,0,5,0,1.9,0,0,1020.6,4.6,0,12,0,70,0,17,0.3,476,11.613,0.9,1,3.1,3.1,-4.9
13,"oct",2013,0,15.6,0,9.3,0,10.6,0,0,1015.1,2.2,0,10,0,80,0,15,1.5,487,12.915,0.8,1,3.9,3.9,-3.9
14,"oct",2013,0,15.6,0,9.8,0,6.5,0,0,1009.7,4.1,0,11,0,80,0,18,4.4,731,12.89,0.9,1.4,4.7,4.7,-2.8
15,"oct",2013,0,15.1,0,10.9,0,7.7,0,0,1003.7,11.6,0,17,0,80,0,29,0.1,446,12.403,0.9,1.7,5.6,5.6,-1.7
16,"oct",2013,0,16.7,0,10.2,0,7.4,0,9.4,1001.2,9.1,0,20,0,220,0,29,6.5,876,13.068,1.2,1.5,0,-2.6,-9.8
17,"oct",2013,0,17,0,12.8,0,11.1,0,0.7,1005.6,8.1,0,13,0,180,0,21,0.5,472,13.547,0.9,1.1,0.2,0.2,-9.1
18,"oct",2013,0,17.2,0,13.3,0,12.1,0,3.5,998.3,11.1,0,22,0,90,0,36,0.8,359,14.188,0.9,1.3,0,-2.4,-10
19,"oct",2013,0,16.8,0,12.3,0,11.3,0,2.4,989.3,8.9,0,19,0,180,0,33,2.7,541,13.907,0.9,1.4,0,-1.5,-10
20,"oct",2013,0,15.9,0,11,0,8.7,0,6.5,990.9,6,0,13,0,110,0,20,4.7,613,13.24,0.9,1.1,0,-5.6,-10
21,"oct",2013,0,16.2,0,12.2,0,10.5,0,16.7,989.5,9.9,0,18,0,60,0,28,0.1,250,13.425,0.9,0.9,0,-10,-10
22,"oct",2013,0,16.3,0,11.7,0,12.4,0,16.5,982.3,7.6,0,14,0,320,0,26,1.4,550,14.118,0.9,1,0,-10,-10
23,"oct",2013,0,14.9,0,9,0,7.7,0,0.4,994.3,7.5,0,17,0,290,0,25,3.6,685,12.895,0.9,1.6,0.5,0.5,-9
24,"oct",2013,0,16.8,0,12.1,0,6,0,25.2,996.9,9.9,0,18,0,100,0,30,0.3,344,13.128,1,1.2,0,-10,-10
25,"oct",2013,0,16.6,0,11.5,0,11.5,0,1,994.1,6.6,0,11,0,270,0,17,4.7,674,13.92,0.9,1,0,-0.1,-9.6
26,"oct",2013,0,14.9,0,8.2,0,8,0,31.6,991.8,13.3,0,22,0,220,0,44,3.5,532,12.995,1.2,1.2,0,-10,-10
27,"oct",2013,0,13.9,0,9.4,0,7.3,0,16.2,985.8,16.9,0,29,0,240,0,48,0.7,382,11.88,1,1.5,0,-10,-10
28,"oct",2013,0,12.2,0,8.4,0,6.9,0,5.6,994.7,16.8,0,25,0,280,0,36,1.6,424,11.02,0.8,1.9,0,-4.8,-10
29,"oct",2013,0,12.7,0,8.2,0,5.7,0,2,1010.2,10.5,0,19,0,300,0,32,3,562,10.215,0.8,1.4,0,-1.2,-10
30,"oct",2013,0,14.4,0,9.6,0,6.1,0,8.6,1008,11.7,0,22,0,180,0,38,1.4,441,11.238,0.9,1,0,-7.7,-10
31,"oct",2013,0,14,0,9.7,0,6.8,0,1.4,1009.5,12.1,0,18,0,220,0,29,1.7,454,11.052,0.8,1.5,0,-0.6,-10
1,"nov",2013,0,12.2,0,6.2,0,6.4,0,0,1002.1,5.3,0,12,0,260,0,16,3.7,598,10.69,0.7,1,0.7,0.7,-8.8
2,"nov",2013,0,11.5,0,7.7,0,2.1,0,11.1,989.9,22.4,0,38,0,280,0,55,0.7,318,9.83,1.4,2,0,-9,-10
3,"nov",2013,0,10.3,0,6.8,0,5.5,0,9.1,993.6,11.2,0,27,0,270,0,40,0,167,9.165,0.9,1.1,0,-8.2,-10
4,"nov",2013,0,12.1,0,2.6,0,-0.9,0,6.4,993,7.1,0,20,0,260,0,28,0.4,245,8.887,0.5,0.6,0,-5.9,-10
5,"nov",2013,0,12.5,0,9.8,0,5,0,1.9,994.2,16.3,0,23,0,270,0,33,0,229,10.035,1.1,1.4,0,-0.8,-10
6,"nov",2013,0,10,0,6.7,0,8.8,0,11.1,997.1,7.9,0,20,0,250,0,30,0,182,10.18,0.6,0.8,0,-10,-10
7,"nov",2013,0,12,0,6.9,0,4.3,0,15.8,1001,12,0,21,0,270,0,34,1.9,453,9.14,1.2,1.5,0,-10,-10
8,"nov",2013,0,10.3,0,4.3,0,3.8,0,9,1002,9.4,0,21,0,220,0,31,4.2,564,8.495,0.6,0.8,0,-8.4,-10
9,"nov",2013,0,10,0,5.8,0,0.7,0,10.2,1002.5,6,0,14,0,270,0,25,0.1,165,8.214,0.6,0.8,0,-9.6,-10
10,"nov",2013,0,13.6,0,7.7,0,5.7,0,22.9,1010.9,8.4,0,15,0,210,0,23,0,83,9.557,0.4,0.6,0,-10,-10
11,"nov",2013,0,13.9,0,10.4,0,9,0,1.1,1016.3,7.2,0,15,0,220,0,23,0,213,11.628,0.4,0.6,0,-0.7,-10
12,"nov",2013,0,12.3,0,4.7,0,4.6,0,0.3,1027.5,6.7,0,15,0,280,0,22,6.6,626,9.955,0.4,0.6,0.1,0.1,-9.4
13,"nov",2013,0,12.6,0,4,0,-1,0,7.2,1027.1,14.9,0,26,0,280,0,36,0.1,160,8.953,0.7,0.9,0,-6.4,-10
14,"nov",2013,0,11.3,0,9.4,0,7.1,0,0.3,1031.7,11.6,0,21,0,300,0,33,0.3,255,9.18,1.4,1.6,1.1,1.1,-8.4
15,"nov",2013,0,11.8,0,9.7,0,7.6,0,0,1033.9,5.2,0,11,0,250,0,15,0,203,9.757,0.7,0.9,1.8,1.8,-7.3
16,"nov",2013,0,12.4,0,10.7,0,9.5,0,1.9,1029.2,5.7,0,8,0,210,0,13,0,152,10.43,0.6,0.7,0.5,0.5,-8.2
17,"nov",2013,0,13,0,10.2,0,10.1,0,8.1,1019.9,6.8,0,12,0,200,0,16,0,157,11.312,0.4,0.5,0,-7.2,-10
18,"nov",2013,0,10.2,0,5.6,0,5.4,0,1.9,1014.6,10.6,0,20,0,330,0,33,2.6,367,9.82,0.6,0.7,0,-1.3,-10
19,"nov",2013,0,9.3,0,3.7,0,1.7,0,3.2,1019.3,11.2,0,22,0,340,0,35,2.3,400,7.538,0.8,1,0,-2.4,-10
20,"nov",2013,0,10.6,0,7,0,4.5,0,3.2,1014.8,17.4,0,25,0,290,0,37,1.3,266,8.132,1.1,1.4,0,-2.1,-10
21,"nov",2013,0,7.8,0,2.6,0,2.9,0,0.3,1015.9,10.5,0,21,0,10,0,32,2.7,358,6.908,0.9,1,0.6,0.6,-8.9
22,"nov",2013,0,6.4,0,0.4,0,-2.7,0,0,1021.1,6.5,0,13,0,30,0,19,6.4,521,5.253,0.5,0.6,1,1,-8
23,"nov",2013,0,9.1,0,-1.5,0,-6.8,0,0,1026.7,2.3,0,8,0,50,0,13,5.3,489,4.443,0.1,0.3,1.1,1.1,-7.5
24,"nov",2013,0,9.7,0,4,0,-2.1,0,0,1032.6,3.5,0,9,0,70,0,13,4.9,449,6.132,0.2,0.4,1.4,1.4,-6.9
25,"nov",2013,0,8.5,0,2.1,0,2.2,0,0,1038.2,3,0,9,0,0,0,14,0.5,213,6.649,0.4,0.6,1.8,1.8,-6.1
26,"nov",2013,0,8.8,0,1.9,0,-2.1,0,0,1039.5,2,0,5,0,30,0,9,0.1,259,6.256,0.3,0.4,2,2,-5.6
27,"nov",2013,0,9.4,0,3.5,0,-0.7,0,0,1036.8,1.7,0,4,0,50,0,6,0,92,6.784,0.4,0.6,2.4,2.4,-4.9
28,"nov",2013,0,9.9,0,3.7,0,-1,0,0,1035.3,1.4,0,4,0,40,0,7,0,123,7.305,0.3,0.5,2.8,2.8,-4.3
29,"nov",2013,0,11.3,0,7.1,0,2.6,0,0,1033.3,10,0,16,0,340,0,26,0.1,197,8.167,0.7,0.8,3.4,3.4,-3.4
30,"nov",2013,0,10,0,7.7,0,4.2,0,0.1,1032,4.9,0,12,0,10,0,22,1.9,300,8.034,0.4,0.5,3.7,3.7,-3
1,"dec",2013,0,8.6,0,5.9,0,3.4,0,0,1032.4,3.2,0,8,0,130,0,12,0,133,8.078,0.4,0.5,4.1,4.1,-2.4
2,"dec",2013,0,10.3,0,7.7,0,6.4,0,0.2,1029.2,6.9,0,11,0,140,0,18,1,248,8.214,0.5,0.6,4.3,4.3,-2
3,"dec",2013,0,11.3,0,7.8,0,7.3,0,2.7,1025.2,7.6,0,14,0,10,0,20,0,110,9.003,0.5,0.6,2.1,2.1,-4.2
4,"dec",2013,0,9.4,0,4.4,0,2.9,0,0.1,1030.1,7.4,0,17,0,260,0,24,4.4,364,7.82,0.5,0.6,2.5,2.5,-3.6
5,"dec",2013,0,11.2,0,8.8,0,0,0,0.7,1029.2,16.8,0,24,0,270,0,36,0.1,89,8.036,1.4,1.7,3.1,3.1,-2.7
6,"dec",2013,0,10.8,0,8.2,0,5.3,0,0.5,1028.4,7.6,0,17,0,280,0,23,0.1,152,8.865,0.6,0.7,3.2,3.2,-2.5
7,"dec",2013,0,11.4,0,7.3,0,4.7,0,0.8,1023.2,7.8,0,14,0,210,0,20,1,234,8.57,0.4,0.5,2.7,2.7,-2.8
8,"dec",2013,0,12,0,10.1,0,7.3,0,0,1019.6,11.2,0,14,0,200,0,22,0,136,9.557,0.5,0.6,3.2,3.2,-2.2
9,"dec",2013,0,11.9,0,10.6,0,10.1,0,0,1017.3,10.4,0,15,0,200,0,25,1.5,179,9.932,0.6,0.8,3.8,3.8,-1.4
10,"dec",2013,0,13.3,0,11.3,0,9.6,0,4.3,1015,13.3,0,16,0,160,0,31,0,23,10.48,0.8,1,0.2,0.2,-4.9
11,"dec",2013,0,13.2,0,11.4,0,10.3,0,8.8,1012.4,16,0,24,0,140,0,38,0,156,10.385,0.9,1.1,0,-7.6,-10
12,"dec",2013,0,13.6,0,12.6,0,10.5,0,2,1005.9,14.7,0,20,0,180,0,34,0,87,11.497,0.4,0.6,0,-1.6,-10
13,"dec",2013,0,13,0,6.1,0,5.9,0,7.3,1008.2,16.2,0,27,0,240,0,36,1.5,217,10.123,0.8,0.9,0,-6.5,-10
14,"dec",2013,0,12.8,0,8.1,0,3.9,0,24.2,1005.4,20.2,0,35,0,200,0,54,0.1,78,9.755,1,1.3,0,-10,-10
15,"dec",2013,0,12.2,0,6.9,0,3,0,10.6,1005.6,11.4,0,25,0,200,0,39,0,88,9.038,0.9,1.1,0,-9.7,-10
16,"dec",2013,0,9.4,0,1.8,0,4.2,0,7.7,1008.9,10.5,0,21,0,260,0,29,1.1,192,7.874,0.5,0.6,0,-7.2,-10
17,"dec",2013,0,11.1,0,1.8,0,-2.9,0,8.3,1007.7,14.1,0,25,0,190,0,38,0.1,148,6.697,0.4,0.5,0,-7.9,-10
18,"dec",2013,0,11.9,0,4.9,0,6.8,0,20.1,986.8,18.9,0,33,0,230,0,60,0,59,8.801,0.8,1.1,0,-10,-10
19,"dec",2013,0,7.8,0,2.5,0,1.3,0,8.3,998.7,16.2,0,29,0,250,0,43,1,171,6.241,1,1.3,0,-7.3,-10
20,"dec",2013,0,12.4,0,6.5,0,0.3,0,15.7,1003.7,20.9,0,35,0,200,0,51,0,32,7.491,0.9,1.3,0,-10,-10
21,"dec",2013,0,10.9,0,5.6,0,4.6,0,16,998.8,17.7,0,31,0,230,0,53,0.4,104,7.597,1.2,1.5,0,-10,-10
22,"dec",2013,0,7.6,0,3.3,0,2.2,0,4.2,1001.1,16.3,0,26,0,270,0,41,2.6,244,5.958,1,1.2,0,-3.2,-10
23,"dec",2013,0,11.7,0,3.7,0,2.5,0,24.2,981.3,20.1,0,31,0,230,0,48,0.1,115,7.411,0.9,1.3,0,-10,-10
24,"dec",2013,0,7.1,0,2.3,0,1,0,6.2,966.7,17.6,0,35,0,230,0,52,0,88,5.675,1.1,1.6,0,-5.1,-10
25,"dec",2013,0,8.1,0,2,0,-1.1,0,6,979,6.6,0,21,0,260,0,34,4.7,342,5.156,0.3,0.3,0,-5.7,-10
26,"dec",2013,0,12.2,0,4.3,0,-0.3,0,19.6,977.3,17,0,42,0,210,0,69,0.2,117,5.986,0.7,0.9,0,-10,-10
27,"dec",2013,0,9.7,0,5.1,0,-0.3,0,4.7,973.8,23.7,0,44,0,220,0,62,1,246,6.597,1.2,1.7,0,-3.5,-10
28,"dec",2013,0,7.9,0,2.9,0,-0.4,0,7.7,996.5,7,0,16,0,290,0,26,0.9,206,5.434,0.4,0.5,0,-7.3,-10
29,"dec",2013,0,11,0,4.4,0,0.5,0,30.4,1001,12.9,0,27,0,180,0,43,0,38,6.241,0.6,0.9,0,-10,-10
30,"dec",2013,0,10.2,0,6.4,0,4.5,0,19.9,993.6,11.1,0,21,0,170,0,40,1.9,249,7.237,0.6,0.7,0,-10,-10
31,"dec",2013,0,9.4,0,5.2,0,3,0,5.4,985.3,14.4,0,25,0,200,0,50,2,251,6.599,0.9,1.1,0,-4.5,-10
1,"jan",2014,0,8.9,0,6.5,0,4.3,0,5.9,977.2,9.9,0,19,0,280,0,31,0.1,162,6.743,0.5,0.7,0,-5.4,-10
2,"jan",2014,0,10.7,0,6.7,0,4.5,0,9.9,977.7,17.2,0,40,0,210,0,56,0.6,134,6.655,1.1,1.4,0,-8.8,-10
3,"jan",2014,0,8.9,0,4.1,0,4.1,0,11.9,977.8,23.9,0,38,0,210,0,59,0.3,120,6.246,1.3,1.9,0,-10,-10
4,"jan",2014,0,7.7,0,3,0,1.5,0,7.2,986.6,8.3,0,18,0,250,0,24,1.9,223,5.158,0.5,0.6,0,-6.7,-10
5,"jan",2014,0,12.8,0,6.3,0,3.1,0,20.6,981.9,16.1,0,27,0,190,0,39,1.5,163,6.762,0.6,0.8,0,-10,-10
6,"jan",2014,0,10.9,0,5.4,0,3.7,0,16.5,974,24.5,0,35,0,190,0,53,1.4,243,7.314,0.9,1.3,0,-10,-10
7,"jan",2014,0,10.5,0,7,0,5.3,0,7.8,990.8,17.3,0,26,0,200,0,46,0.8,226,7.311,0.8,1,0,-7,-10
8,"jan",2014,0,9,0,4.6,0,1,0,0.5,1003.1,3.9,0,11,0,230,0,16,0,129,6.75,0.4,0.5,0,-0.1,-9.6
9,"jan",2014,0,9.4,0,4.5,0,0,0,1.2,1005.3,6.3,0,14,0,250,0,21,4.7,408,6.023,0.3,0.4,0,-0.9,-10
10,"jan",2014,0,9.8,0,3.1,0,2.1,0,5.2,1006.4,9.8,0,19,0,200,0,30,2.5,292,6.786,0.4,0.5,0,-4.8,-10
11,"jan",2014,0,10.7,0,0.6,0,-4,0,0.6,1010.8,9.3,0,24,0,110,0,43,5.3,407,4.917,0.3,0.4,0,-0.3,-9.8
12,"jan",2014,0,10.9,0,5.9,0,-3.4,0,26.3,1000.3,13.6,0,25,0,140,0,42,1,158,7.367,0.8,1,0,-10,-10
13,"jan",2014,0,7.8,0,1.7,0,1.2,0,8,996.2,8.3,0,23,0,200,0,43,2.8,339,5.455,0.4,0.5,0,-7.6,-10
14,"jan",2014,0,11.3,0,1.5,0,-1.8,0,8.3,995.2,10.6,0,19,0,200,0,32,0,62,5.843,0.4,0.6,0,-7.9,-10
15,"jan",2014,0,11,0,6.1,0,6.2,0,11.9,983.9,13.3,0,23,0,190,0,35,4.2,388,7.922,0.3,0.4,0,-10,-10
16,"jan",2014,0,9,0,6.5,0,4.7,0,5,976.7,7.7,0,14,0,200,0,20,1.3,219,6.703,0.5,0.6,0,-4.5,-10
17,"jan",2014,0,9.4,0,5,0,1.7,0,7.8,982.7,4.9,0,13,0,280,0,20,0.9,232,6.411,0.4,0.5,0,-7.4,-10
18,"jan",2014,0,7.4,0,1.7,0,0.1,0,1.1,984.8,3.1,0,10,0,320,0,15,2.9,260,5.338,0.4,0.5,0,-0.7,-10
19,"jan",2014,0,8.2,0,1.7,0,-0.7,0,9.3,993.3,11.6,0,21,0,290,0,32,0.8,178,5.057,0.5,0.7,0,-8.8,-10
20,"jan",2014,0,9,0,4.6,0,1.4,0,4.5,1002.9,8,0,19,0,310,0,31,3.1,346,5.259,0.5,0.7,0,-4,-10
21,"jan",2014,0,9.7,0,7.3,0,1.5,0,9.3,996.1,11.7,0,21,0,250,0,29,0.9,204,7.049,0.6,0.8,0,-8.7,-10
22,"jan",2014,0,9.7,0,6.9,0,4.9,0,2.2,1003.3,14.5,0,24,0,280,0,33,3.6,382,6.967,0.7,0.9,0,-1.5,-10
23,"jan",2014,0,10.7,0,7.4,0,5.9,0,7.4,1012,14.5,0,23,0,290,0,41,0.1,127,7.169,0.7,1,0,-6.7,-10
24,"jan",2014,0,12.1,0,10.1,0,6.5,0,16.1,1007.4,15,0,25,0,250,0,36,0,75,9.1,0.6,0.8,0,-10,-10
25,"jan",2014,0,11,0,7.5,0,7.9,0,1.5,1011.8,17.1,0,34,0,260,0,50,2.2,297,8.296,1.1,1.4,0,-0.4,-9.9
26,"jan",2014,0,11.9,0,3.2,0,5.7,0,27.6,999.4,26.8,0,36,0,260,0,55,0.9,224,7.194,0.8,1.3,0,-10,-10
27,"jan",2014,0,9.1,0,4.4,0,0.7,0,9.5,987.7,27.5,0,35,0,260,0,56,1.4,309,6.25,1.1,1.7,0,-8.4,-10
28,"jan",2014,0,9.1,0,5.9,0,2.3,0,4.9,985.5,14.4,0,26,0,280,0,37,4.2,516,6.724,0.9,1.1,0,-4,-10
29,"jan",2014,0,8.7,0,5.5,0,3.4,0,3.8,996.1,11.3,0,19,0,310,0,31,4.5,493,6.173,0.8,1,0,-3,-10
30,"jan",2014,0,8.6,0,5.2,0,2.9,0,4.1,998.4,5.8,0,21,0,290,0,32,1.2,277,6.249,0.6,0.8,0,-3.5,-10
31,"jan",2014,0,10.4,0,4.3,0,2.3,0,32.2,985.6,15.6,0,29,0,280,0,44,1.6,330,6.5,1.1,1.5,0,-10,-10
1,"feb",2014,0,8.2,0,4.2,0,2.1,0,15.8,981.2,30.7,0,44,0,250,0,63,0,120,5.694,1.4,2.3,0,-10,-10
2,"feb",2014,0,10,0,5.1,0,3.6,0,10.7,987.9,16.3,0,25,0,260,0,40,2,368,6.295,1,1.4,0,-9.7,-10
3,"feb",2014,0,8.8,0,3.6,0,3.8,0,25.2,982.9,9.9,0,23,0,150,0,43,3.7,493,6.714,0.6,0.8,0,-10,-10
4,"feb",2014,0,9.2,0,3.1,0,1.1,0,26.4,967.7,14.1,0,29,0,100,0,49,0,144,5.319,0.9,1.2,0,-10,-10
5,"feb",2014,0,9,0,6.1,0,3.8,0,2.6,965.9,19.2,0,34,0,260,0,49,0.9,309,6.372,0.9,1.3,0,-1.7,-10
6,"feb",2014,0,8.7,0,3.9,0,1,0,2.2,985.2,7.1,0,17,0,250,0,26,4.4,568,5.922,0.7,0.9,0,-1.5,-10
7,"feb",2014,0,9.1,0,3.1,0,0.2,0,17,973.5,13.5,0,33,0,190,0,50,0,152,5.063,0.8,1,0,-10,-10
8,"feb",2014,0,8.6,0,5.1,0,3.3,0,12.7,961.3,28.3,0,36,0,200,0,51,0.1,181,6.174,0.9,1.6,0,-10,-10
9,"feb",2014,0,7.7,0,3.7,0,3,0,5.2,976.8,17.7,0,33,0,270,0,46,2,416,5.757,1.1,1.5,0,-4.1,-10
10,"feb",2014,0,8.1,0,4.9,0,2.4,0,15.9,988.6,15.4,0,27,0,290,0,43,4.3,604,5.538,1,1.4,0,-10,-10
11,"feb",2014,0,7.6,0,2.2,0,1.3,0,5.9,988.6,19.1,0,31,0,260,0,49,3.1,464,4.807,1.1,1.7,0,-4.8,-10
12,"feb",2014,0,8.9,0,3.4,0,0.1,0,20.6,973.1,25.5,0,53,0,260,0,74,1.2,332,5.056,1,1.6,0,-10,-10
13,"feb",2014,0,7.7,0,2.6,0,0.7,0,3.7,986.6,17.3,0,28,0,270,0,41,2.9,477,4.19,1.3,1.8,0,-2.4,-10
14,"feb",2014,0,10.2,0,3.7,0,2.4,0,14.3,972.1,15.9,0,35,0,90,0,56,0.9,337,5.307,0.7,1.1,0,-10,-10
15,"feb",2014,0,9.9,0,1.9,0,3.4,0,1.1,987.9,10.4,0,25,0,290,0,39,6.6,789,6,0.9,1.3,0,-0.2,-9.7
16,"feb",2014,0,9.2,0,1,0,-2.3,0,12.9,994.7,8.8,0,17,0,150,0,30,0.3,301,5.224,0.4,0.7,0,-10,-10
17,"feb",2014,0,10.1,0,3,0,1.2,0,3,993.8,3.4,0,7,0,150,0,10,2.8,414,6.625,0.5,0.7,0,-2.5,-10
18,"feb",2014,0,10.8,0,1.4,0,-1.1,0,0.4,1003.5,5.1,0,10,0,220,0,15,2,574,5.794,0.5,0.7,0.1,0.1,-9.4
19,"feb",2014,0,11,0,8.3,0,4.4,0,16.3,996.5,11.5,0,24,0,190,0,37,0,152,7.958,0.4,0.6,0,-10,-10
20,"feb",2014,0,11.1,0,4.4,0,4.6,0,7.2,991.6,15.2,0,26,0,280,0,40,3.8,689,7.714,0.8,1.2,0,-6.4,-10
21,"feb",2014,0,8.9,0,5.1,0,2.1,0,2.6,997.4,18.5,0,25,0,240,0,38,3.5,615,6.246,1.4,2,0,-1.2,-10
22,"feb",2014,0,10.9,0,6.6,0,4.8,0,5.3,994.5,17.8,0,25,0,190,0,40,0,199,6.952,1,1.5,0,-4.3,-10
23,"feb",2014,0,10.7,0,5.7,0,7.4,0,12.6,988.6,14.6,0,28,0,180,0,47,0.2,421,8.381,0.6,0.9,0,-10,-10
24,"feb",2014,0,8.3,0,4.9,0,3.6,0,13.9,985.4,12.4,0,26,0,200,0,41,0,168,6.538,0.8,1.1,0,-10,-10
25,"feb",2014,0,9.1,0,5.7,0,4.3,0,6,987.4,20,0,32,0,200,0,56,3.6,677,6.609,1.3,2,0,-4.7,-10
26,"feb",2014,0,10.2,0,6.1,0,4,0,17.1,1001.6,16,0,29,0,230,0,40,2.1,456,6.683,1.1,1.6,0,-10,-10
27,"feb",2014,0,9.1,0,3.5,0,3.8,0,12.2,995.5,14.1,0,26,0,330,0,40,3.1,684,6.685,0.9,1.4,0,-10,-10
28,"feb",2014,0,8.8,0,4.3,0,2.9,0,3.6,1001.2,13,0,25,0,330,0,36,5.9,939,6.219,1.2,1.8,0,-2.4,-10
1,"mar",2014,0,9.5,0,5.4,0,4.4,0,3.2,997.9,6.8,0,12,0,180,0,19,0.1,419,7.102,0.6,0.9,0,-2.6,-10
2,"mar",2014,0,9.3,0,4.5,0,5.5,0,9.6,982.8,12.2,0,24,0,200,0,34,3.5,707,7.382,1,1.5,0,-8.6,-10
3,"mar",2014,0,9.3,0,3.5,0,0.1,0,3.4,985.7,12.3,0,21,0,280,0,31,4.5,819,6.335,1.2,1.7,0,-2.2,-10
4,"mar",2014,0,9.5,0,2.8,0,4.4,0,3.1,1003.2,5.4,0,14,0,280,0,20,3,691,6.973,0.8,1.2,0,-2.3,-10
5,"mar",2014,0,10.7,0,3.1,0,-0.7,0,14.3,1011.8,10,0,16,0,190,0,24,0.1,387,7.36,0.4,0.7,0,-10,-10
6,"mar",2014,0,11.6,0,9.8,0,8.1,0,21.7,1010.7,11.1,0,21,0,200,0,29,0,162,9.305,0.4,0.7,0,-10,-10
7,"mar",2014,0,10.7,0,7.3,0,6,0,0.6,1014.7,10.9,0,22,0,150,0,40,7.3,1162,9.083,1.3,2,0.7,0.7,-8.8
8,"mar",2014,0,11.3,0,7.2,0,6.5,0,5.8,1008.7,15.7,0,21,0,180,0,37,0.1,399,9.2,0.7,1.1,0,-4.4,-10
9,"mar",2014,0,9,0,3.6,0,6.2,0,2.3,1016.2,3.9,0,11,0,320,0,15,0,335,8.805,0.6,0.8,0,-1.7,-10
10,"mar",2014,0,10.9,0,1,0,-2.4,0,0,1027,3.1,0,8,0,250,0,9,9.6,1422,7.432,1.1,1.7,1.1,1.1,-8.4
11,"mar",2014,0,11.6,0,-0.6,0,-5.2,0,0,1029.9,2.7,0,6,0,280,0,9,9.9,1431,7.058,1.1,1.7,2.3,2.3,-6.8
12,"mar",2014,0,10.2,0,0.2,0,-3.1,0,0,1029.4,3.3,0,7,0,290,0,9,9.7,1345,7.122,1.1,1.6,3.3,3.3,-5.4
13,"mar",2014,0,9.5,0,4.6,0,1,0,0,1028.4,2.9,0,8,0,270,0,10,2.4,748,8.43,0.8,1.1,4.1,4.1,-4.3
14,"mar",2014,0,10.6,0,6.6,0,6.4,0,0.1,1029.1,4.2,0,11,0,290,0,15,0.1,420,9.108,0.7,1,4.7,4.7,-3.5
15,"mar",2014,0,10.5,0,8.3,0,6.1,0,0.2,1031.9,6.6,0,11,0,310,0,15,1.7,680,9.515,0.9,1.3,5.3,5.3,-2.6
16,"mar",2014,0,10.4,0,8.9,0,7.5,0,0.3,1027.8,6.5,0,11,0,310,0,16,0.7,640,9.805,1,1.4,6,6,-1.8
17,"mar",2014,0,11.9,0,7.9,0,7.6,0,1,1019,7.6,0,17,0,190,0,23,1.2,736,9.88,1.2,1.7,6.1,6.1,-1.5
18,"mar",2014,0,11.9,0,9.7,0,7,0,0.7,1016.5,12.9,0,22,0,240,0,37,5.6,1195,10.278,1.5,2.3,6.8,6.8,-0.6
19,"mar",2014,0,11.4,0,9.8,0,8.9,0,0,1011.4,16.5,0,25,0,190,0,42,0,319,10.115,1.1,1.6,7.9,7.9,0.5
20,"mar",2014,0,10.7,0,6.7,0,6.4,0,20.3,997.7,18,0,26,0,180,0,41,5.7,1190,9.555,1.5,2.5,0,-10,-10
21,"mar",2014,0,8.6,0,3.3,0,3.6,0,7.9,996.8,15,0,29,0,200,0,41,2.3,608,7.444,1.2,1.9,0,-6.7,-10
