"date","month","year","ind","maxtp","ind.1","mintp","igmin","gmin","ind.2","rain","cbl","wdsp","ind.3","hm","ind.4","ddhm","ind.5","hg","sun","glorad","soil","pe","evap","smd_wd","smd_md","smd_pd"
20,"jun",2012,0,16.8,0,11.5,0,11.5,0,0,1009.1,7.2,0,14,0,180,0,21,2.2,1748,15.488,2.7,3.9,6.3,6.3,-2.8
21,"jun",2012,0,14.1,0,9.2,0,6.3,0,3.2,1002.9,8.1,0,19,0,280,0,28,0,922,14.265,1.6,2.3,4.6,4.6,-4.3
22,"jun",2012,0,15.6,0,12.2,0,11.3,0,0.5,1009.1,13.8,0,19,0,290,0,27,9.4,2612,15.38,3.1,5.3,7,7,-1.5
23,"jun",2012,0,14.5,0,12.2,0,11.6,0,4.2,1010.3,10.1,0,18,0,190,0,25,0.1,739,14.635,1.4,2.1,4.1,4.1,-4.2
24,"jun",2012,0,16.5,0,10,0,9.9,0,0,1012.1,7,0,11,0,260,0,14,9,2198,15.77,2.8,4.2,6.8,6.8,-1.2
25,"jun",2012,0,17.1,0,8.7,0,6,0,0.3,1013.2,4.3,0,11,0,150,0,17,0.1,988,15.205,1.7,2.2,8.1,8.1,0.2
26,"jun",2012,0,17.1,0,14.6,0,14.6,0,7.2,1012.4,9.3,0,15,0,190,0,19,0.1,894,16.145,1.4,2.2,2.2,2.2,-5.6
27,"jun",2012,0,19.8,0,14.1,0,14.1,0,4.4,1006.9,8.6,0,13,0,130,0,26,0.9,1222,16.368,2.3,3.2,0,0,-7.4
28,"jun",2012,0,17.1,0,12.6,0,14.2,0,10.3,995.2,7.5,0,14,0,180,0,20,1.1,1225,16.442,1.9,2.8,0,-8.4,-10
29,"jun",2012,0,15.2,0,12.1,0,10,0,2.1,994.2,10.5,0,15,0,220,0,23,0.7,1309,15.625,1.8,2.8,0,-0.3,-9.8
30,"jun",2012,0,14.8,0,10.7,0,10.6,0,3.9,1004.2,12.7,0,20,0,280,0,30,2.8,1738,14.532,2.5,4,0,-1.4,-10
1,"jul",2012,0,15.5,0,11.3,0,8.5,0,14.3,1007.1,8.7,0,14,0,220,0,23,0,678,13.847,1.4,2,0,-10,-10
2,"jul",2012,0,16.3,0,13.9,0,12.1,0,14.2,1004.2,7.1,0,11,0,210,0,15,0.1,774,15.453,1.4,1.9,0,-10,-10
3,"jul",2012,0,15.9,0,13.4,0,14.2,0,14.7,1002.4,7.7,0,11,0,220,0,17,0.4,649,15.663,1.2,1.7,0,-10,-10
4,"jul",2012,0,16.6,0,13.1,0,12.5,0,8,1001,5.3,0,10,0,190,0,16,1.4,1178,15.885,2,2.7,0,-6,-10
5,"jul",2012,0,18.6,0,11.6,0,8.6,0,0.8,1006.1,5.3,0,10,0,300,0,15,11.8,2617,17.055,3.6,5,2.8,2.8,-6.7
6,"jul",2012,0,18.7,0,10.9,0,8.1,0,8.3,1007.1,5.3,0,12,0,330,0,17,5.6,1807,17.278,2.6,3.6,0,-3,-10
7,"jul",2012,0,18.5,0,14.9,0,14.8,0,0.3,1006.7,8.8,0,15,0,10,0,22,0.3,625,16.388,1.6,2.1,1.3,1.3,-8.2
8,"jul",2012,2,16.7,2,12.2,0,12.6,1,0,NA,9.9,0,14,0,350,0,21,0.9,NA,15.205,1.1,1.4,2.3,2.3,-6.7
9,"jul",2012,2,16.7,2,12.2,NA,NA,8,NA,NA,10.3,0,14,0,350,0,24,0.3,NA,14.985,1.5,1.9,3.6,3.6,-5.1
10,"jul",2012,0,15.5,0,11.1,4,NA,0,1.6,1013.6,9.6,0,16,0,280,0,23,2,643,14.14,1.4,1.7,3.4,3.4,-5.1
11,"jul",2012,0,15.3,0,11.1,0,10.9,0,2.5,1012.3,7.9,0,13,0,300,0,21,9.4,1505,15.648,2.3,3.4,3.1,3.1,-5
12,"jul",2012,0,15.6,0,9.8,0,9.4,0,15.7,1006.1,8.2,0,17,0,250,0,24,0,370,14.56,0.9,1.3,0,-10,-10
13,"jul",2012,0,16.2,0,12.2,0,12.6,0,1,1002.2,8.4,0,13,0,350,0,21,7.4,1247,15.85,2.1,3,1.1,1.1,-8.4
14,"jul",2012,0,15.1,0,11.4,0,9.7,0,0.7,1008.8,9.1,0,13,0,300,0,20,4.9,1266,15.17,2.3,3.3,2.7,2.7,-6.4
15,"jul",2012,0,16.9,0,10.3,0,6.2,0,7.1,1013.5,8.3,0,15,0,200,0,20,1.2,644,14.96,1.5,2,0,-3,-10
16,"jul",2012,0,16.3,0,13,0,12.3,0,4.8,1015.3,12,0,17,0,220,0,26,0.1,629,15.745,1.1,1.7,0,-3.7,-10
17,"jul",2012,0,16.9,0,14.3,0,13,0,4.8,1016.9,10.6,0,21,0,220,0,29,0,247,15.852,0.7,1.1,0,-4.1,-10
18,"jul",2012,0,16.7,0,13.8,0,14.6,0,2.3,1011.9,10.5,0,15,0,260,0,20,3.4,940,16.462,1.6,2.4,0,-0.7,-10
19,"jul",2012,0,16.6,0,12.7,0,11.5,0,0.5,1012.7,6.9,0,11,0,310,0,15,10.2,1498,17.003,2.5,3.4,2,2,-7.5
20,"jul",2012,0,17.2,0,9.8,0,9.7,0,0,1017.4,4.6,0,10,0,320,0,14,6.4,1341,17.013,2.4,3.2,4.3,4.3,-4.8
21,"jul",2012,0,17.4,0,7.7,0,4.8,0,0.2,1020.4,7.4,0,14,0,170,0,22,11.3,1513,16.052,2.1,3.1,6.2,6.2,-2.6
22,"jul",2012,0,17.1,0,15,0,14.1,0,4.6,1017.7,11.4,0,17,0,180,0,24,0,492,16.682,0.9,1.5,2.5,2.5,-6.1
23,"jul",2012,0,17.8,0,14.6,0,15.7,0,9.2,1014.2,7.8,0,15,0,200,0,23,0,212,16.682,0.6,0.9,0,-6.1,-10
24,"jul",2012,0,18,0,13.9,0,14.4,0,7.7,1014,3.6,0,13,0,310,0,20,0,393,16.983,1,1.3,0,-6.7,-10
25,"jul",2012,0,17.7,0,13.9,0,11.9,0,0.7,1017.1,5.4,0,10,0,10,0,16,0.7,624,16.587,1.4,1.8,0.7,0.7,-8.8
26,"jul",2012,0,16.9,0,11.9,0,14.6,0,1.9,1018,5.5,0,12,0,320,0,17,6.4,1107,17.267,1.9,2.6,0.7,0.7,-8.4
27,"jul",2012,0,16.3,0,12.2,0,9.1,0,0.6,1016.5,8.5,0,15,0,320,0,21,9,1349,16.505,2.2,3.1,2.2,2.2,-6.4
28,"jul",2012,0,15.8,0,11,0,10.2,0,1.6,1013.2,8.7,0,14,0,300,0,22,7.8,1298,16.052,2.2,3.1,2.7,2.7,-5.5
29,"jul",2012,0,16.1,0,9.7,0,6.1,0,4.9,1012.4,7.5,0,14,0,280,0,23,7,1218,15.585,2.1,2.9,0,-0.1,-8
30,"jul",2012,0,15,0,10.2,0,8.2,0,3.8,1010.8,4.8,0,13,0,260,0,19,0.1,449,14.833,1,1.3,0,-2.8,-10
31,"jul",2012,0,16.5,0,14.1,0,13,0,32.1,1000.8,12.3,0,24,0,190,0,36,0,238,15.33,0.7,1.1,0,-10,-10
1,"aug",2012,0,17.5,0,12.9,0,14.1,0,10.4,994.6,12.2,0,19,0,260,0,31,6,1029,16.245,1.7,2.6,0,-8.7,-10
2,"aug",2012,0,15.9,0,12.8,0,11.1,0,4.7,999.9,13,0,20,0,200,0,30,0.2,443,14.827,1.4,1.9,0,-3.3,-10
3,"aug",2012,0,15.9,0,13.3,0,12.7,0,9.8,996.8,10.1,0,18,0,200,0,26,1,580,15.142,1.2,1.8,0,-8.6,-10
4,"aug",2012,0,18,0,13.4,0,12.5,0,5.6,1001.4,8.8,0,16,0,350,0,25,3.7,753,15.415,1.6,2.2,0,-4,-10
5,"aug",2012,0,15.6,0,12.2,0,13.5,0,0,1006.2,9,0,14,0,330,0,20,0.3,595,15.18,1.3,1.8,1.3,1.3,-8.2
6,"aug",2012,0,16.3,0,12.4,0,10.6,0,4.4,1009.5,6.5,0,12,0,260,0,16,0.6,708,15.19,1.6,2.1,0,-1.5,-10
7,"aug",2012,0,17.9,0,12.8,0,11.9,0,8.1,1013.3,4.8,0,12,0,80,0,19,0.1,436,15.635,1.1,1.4,0,-7,-10
8,"aug",2012,0,18.8,0,15.5,0,15.3,0,0.7,1020,3,0,7,0,240,0,8,0.6,691,17.478,1.3,1.7,0.6,0.6,-8.9
9,"aug",2012,0,18.9,0,15.5,0,15.7,0,0,1023,3.1,0,8,0,270,0,11,1.7,914,18.737,1.6,2.1,2.2,2.2,-6.8
10,"aug",2012,0,25.5,0,13.1,0,10.4,0,0,1019.1,7.8,0,16,0,70,0,33,10.4,1270,19.08,3.1,3.9,5.3,5.3,-3.3
11,"aug",2012,0,21.2,0,16,0,16.7,0,4.5,1010.2,9,0,19,0,100,0,31,3.5,809,18.487,2.2,2.8,2.9,2.9,-5.5
12,"aug",2012,0,18.5,0,14.7,0,12.2,0,12,1001.1,7.6,0,16,0,150,0,27,1,540,17.57,1.3,1.7,0,-7.8,-10
13,"aug",2012,0,17.7,0,15,0,14.6,0,2.3,998.3,9.1,0,14,0,220,0,23,0.3,538,17.247,1.2,1.6,0,-1.1,-10
14,"aug",2012,0,19,0,13.8,0,12,0,1.7,999.4,7.8,0,13,0,180,0,21,7.4,1082,17.35,2,2.8,0.3,0.3,-9.2
15,"aug",2012,0,18.5,0,13.6,0,13.8,0,26.9,986.3,12.9,0,25,0,220,0,35,4,715,16.73,1.6,2.3,0,-10,-10
16,"aug",2012,0,18.1,0,14,0,12.8,0,3.8,995.1,10.8,0,21,0,210,0,33,3,769,16.31,1.7,2.3,0,-2.1,-10
17,"aug",2012,0,19.9,0,12.9,0,11.3,0,0.3,1000.9,4.9,0,11,0,160,0,18,4.3,847,17.153,1.6,2.1,1.3,1.3,-8.2
18,"aug",2012,0,18.7,0,14.6,0,12.8,0,0.1,1006.2,9.3,0,14,0,160,0,24,2.3,703,17.075,1.4,2,2.6,2.6,-6.5
19,"aug",2012,0,17.9,0,16,0,14.4,0,2.3,1009.2,9.8,0,15,0,180,0,26,0.8,500,17.038,1.2,1.7,1.5,1.5,-7.3
20,"aug",2012,0,18.9,0,14.3,0,14.6,0,1.1,1012.4,9.8,0,15,0,200,0,22,5.8,955,17.48,1.8,2.5,2.1,2.1,-6.2
21,"aug",2012,0,17.8,0,14.6,0,12.7,0,0.6,1012.2,12.4,0,17,0,230,0,28,10.3,1005,17.09,1.9,2.8,3.4,3.4,-4.6
22,"aug",2012,0,17.3,0,13.7,0,12.5,0,0.9,1014.5,10.1,0,15,0,250,0,22,6.1,796,16.55,1.8,2.5,4.3,4.3,-3.4
23,"aug",2012,0,16.2,0,13.2,0,12.4,0,8,1005.8,8.2,0,15,0,120,0,28,0,422,16.057,1.1,1.5,0,-2.6,-10
24,"aug",2012,0,19,0,13.8,0,12.2,0,21.2,994.8,9,0,17,0,90,0,28,1.1,680,16.388,1.6,2.1,0,-10,-10
25,"aug",2012,0,16.7,0,11.3,0,13.2,0,8.4,1004.6,7.9,0,14,0,320,0,22,7.1,1060,16.667,1.6,2.3,0,-6.8,-10
26,"aug",2012,0,17.1,0,9.8,0,5.5,0,12.1,1006.1,8.7,0,17,0,170,0,33,0.3,434,15.532,1,1.4,0,-10,-10
27,"aug",2012,0,17.8,0,13.6,0,14.5,0,3,1000.6,10.8,0,17,0,190,0,30,4.6,661,16.292,1.4,2,0,-1.6,-10
28,"aug",2012,0,17.4,0,12.6,0,10.4,0,4.5,1002.2,12.1,0,20,0,180,0,34,1.4,629,15.297,1.7,2.3,0,-2.8,-10
29,"aug",2012,0,16.8,0,11.6,0,11.1,0,6.4,1004.9,16.5,0,23,0,210,0,35,6.2,901,15.215,1.5,2.4,0,-4.9,-10
30,"aug",2012,0,16.8,0,12.1,0,10.9,0,0.1,1021.2,8.7,0,16,0,330,0,25,8.8,1160,15.5,2.4,3.2,2.3,2.3,-7.2
31,"aug",2012,0,17.2,0,12.2,0,9.8,0,0,1028,6.5,0,11,0,250,0,16,0.4,466,15.542,1.4,1.7,3.6,3.6,-5.5
1,"sep",2012,0,17.3,0,14.8,0,14.1,0,6.4,1022.7,12.3,0,18,0,210,0,26,0.6,378,15.72,1.1,1.5,0,-1.7,-10
2,"sep",2012,0,17.2,0,10.9,0,14.2,0,1,1022.2,4.8,0,9,0,330,0,12,7,949,16.815,1.3,1.9,0.3,0.3,-9.2
3,"sep",2012,0,17.4,0,10.2,0,7.1,0,3.3,1023.5,7.2,0,13,0,200,0,18,0.6,380,15.72,0.8,1.1,0,-2.2,-10
4,"sep",2012,0,17,0,10.9,0,13.2,0,0.8,1025.1,7.1,0,12,0,330,0,18,7.4,994,16.455,1.4,2,0.6,0.6,-8.9
5,"sep",2012,0,18.2,0,8.6,0,4.5,0,0,1028.4,3.2,0,9,0,270,0,13,9.8,1072,15.605,1.7,2.2,2.2,2.2,-6.8
6,"sep",2012,0,17.2,0,8,0,4.2,0,0,1025.5,5.6,0,12,0,200,0,17,8.6,929,15.2,1.5,2,3.7,3.7,-5
7,"sep",2012,0,17.2,0,13.8,0,12.2,0,3,1022,4.4,0,8,0,220,0,12,0.4,443,16.155,1,1.3,1.6,1.6,-6.8
8,"sep",2012,0,16.6,0,11.9,0,11.5,0,0.4,1013,6.8,0,13,0,130,0,22,4.7,708,15.773,1.3,1.8,2.5,2.5,-5.5
9,"sep",2012,0,17.7,0,14.6,0,12.5,0,5.4,1002.4,10.9,0,18,0,200,0,26,0.7,413,15.878,1.1,1.5,0,-1.8,-9.6
10,"sep",2012,0,15.9,0,11.3,0,13.5,0,11.6,1005.6,8.1,0,15,0,290,0,22,2.1,599,16.075,1.2,1.6,0,-10,-10
11,"sep",2012,0,14.4,0,11.7,0,9.2,0,3.6,1013.4,10,0,19,0,290,0,28,0.4,506,14.532,1.5,2,0,-2.1,-10
12,"sep",2012,0,16.2,0,12,0,10.8,0,1.8,1015.8,7.6,0,15,0,280,0,24,4.2,656,15.255,1.1,1.6,0,-0.7,-10
13,"sep",2012,0,15.7,0,13,0,10.9,0,1.7,1017,9.1,0,19,0,230,0,27,0,249,15.128,0.9,1.1,0,-0.8,-10
14,"sep",2012,0,16.6,0,12.8,0,11.4,0,1,1015.6,10.1,0,19,0,250,0,27,4.5,695,15.49,1.3,1.8,0.3,0.3,-9.2
15,"sep",2012,0,15.9,0,12.1,0,11,0,1.2,1014.5,6.2,0,11,0,250,0,16,1.3,533,15.377,1.2,1.6,0.3,0.3,-8.8
16,"sep",2012,0,16.2,0,11.9,0,11.8,0,6.8,1009.2,10.9,0,16,0,270,0,23,4.7,671,15.48,1.2,1.8,0,-5.3,-10
17,"sep",2012,0,15.6,0,11.3,0,9.4,0,2.6,1009.8,12.2,0,18,0,260,0,28,2.9,636,14.368,1.7,2.2,0,-0.9,-10
18,"sep",2012,0,14.9,0,8,0,7.9,0,1.1,1016.9,8.1,0,14,0,310,0,22,9.9,970,14.163,1.7,2.4,0.6,0.6,-8.9
19,"sep",2012,0,15.5,0,7.1,0,4.2,0,1.9,1020.2,6.3,0,13,0,220,0,19,2.1,581,13.54,1.1,1.5,0,-0.2,-9.2
20,"sep",2012,0,15.4,0,11.9,0,10.3,0,0,1015.6,6.4,0,11,0,200,0,16,0,386,13.938,1.1,1.4,1.1,1.1,-7.7
21,"sep",2012,0,14.9,0,9.3,0,6.8,0,0.6,1015.2,6.6,0,14,0,60,0,23,7.6,900,14.22,1.4,1.9,1.9,1.9,-6.5
22,"sep",2012,0,15.9,0,9.1,0,6.1,0,0,1013.6,5.8,0,12,0,90,0,16,4,716,13.407,1.6,2.1,3.5,3.5,-4.6
23,"sep",2012,0,17.6,0,10.4,0,8.8,0,1.1,1003.4,5.3,0,13,0,70,0,19,7.2,800,13.988,1.6,2.1,3.9,3.9,-3.9
24,"sep",2012,0,14.2,0,9.9,0,7.4,0,4,992.8,7.5,0,15,0,300,0,22,9.1,803,14.337,1.3,1.8,1.2,1.2,-6.3
25,"sep",2012,0,12.5,0,9.7,0,8.7,0,4.4,989.7,10.4,0,20,0,10,0,31,0,222,13.198,1,1.3,0,-2.3,-9.4
26,"sep",2012,0,14.6,0,11.3,0,10.1,0,0.4,1000.2,13.8,0,21,0,10,0,34,3.8,470,12.895,1.7,2.2,1.3,1.3,-7.7
27,"sep",2012,0,13.8,0,10.3,0,8.6,0,3.5,1008.9,7.7,0,14,0,220,0,20,0.6,437,12.932,0.9,1.3,0,-1.3,-9.9
28,"sep",2012,0,15.1,0,11.2,0,9.7,0,0.1,1012.5,10.6,0,17,0,250,0,26,4.5,644,13.515,1.5,2,1.4,1.4,-8
29,"sep",2012,0,15.9,0,11.2,0,9.1,0,0.6,1016.4,10.9,0,18,0,200,0,25,4.3,581,13.122,1.5,1.9,2.2,2.2,-6.7
30,"sep",2012,0,16.1,0,11.7,0,12.7,0,6.3,1010.2,12.8,0,20,0,200,0,31,3.4,563,14.083,1,1.5,0,-3.1,-10
1,"oct",2012,0,15.6,0,10,0,9.1,0,5.3,1005.8,11.2,0,17,0,260,0,27,4.3,535,13.335,1.3,1.7,0,-4,-10
2,"oct",2012,0,13.9,0,8.8,0,8.9,0,6.7,1000.7,13.7,0,21,0,250,0,31,3.5,446,12.62,1.2,1.7,0,-5.5,-10
3,"oct",2012,0,13.5,0,9.1,0,6.7,0,2.1,1001.6,12.2,0,17,0,240,0,26,8,710,11.83,1.5,2.1,0,-0.6,-10
4,"oct",2012,0,13.1,0,6.7,0,3.4,0,3.3,1002.1,6.5,0,15,0,210,0,29,1.3,374,11.318,0.9,1.2,0,-2.4,-10
5,"oct",2012,0,12.3,0,5.9,0,8.4,0,0.2,1004.4,3.6,0,13,0,280,0,18,0,204,11.422,0.6,0.8,0.4,0.4,-9.1
6,"oct",2012,0,14.2,0,4.5,0,0.9,0,0,1012.5,3.6,0,9,0,350,0,14,9.6,782,10.682,1,1.4,1.4,1.4,-7.6
7,"oct",2012,0,13.9,0,7.3,0,4.1,0,5.9,1012.3,9.6,0,21,0,80,0,31,0,213,10.562,0.8,1.1,0,-3.7,-10
8,"oct",2012,0,16.4,0,13.5,0,10.5,0,15.7,1008.5,5.8,0,19,0,90,0,28,0,154,12.727,0.8,1,0,-10,-10
9,"oct",2012,0,15.9,0,12.1,0,11.8,0,0.2,1010.6,2.5,0,11,0,70,0,18,0,219,13.528,0.7,0.9,0.5,0.5,-9
10,"oct",2012,0,17.7,0,12.5,0,11.9,0,8.5,1004.8,5.5,0,12,0,140,0,19,1.7,371,13.997,0.9,1.2,0,-7.1,-10
11,"oct",2012,0,14.2,0,7.8,0,10.5,0,8.5,1002.2,10.1,0,17,0,340,0,28,6.6,547,12.717,0.8,1.2,0,-7.7,-10
12,"oct",2012,0,12,0,6,0,3.5,0,5.8,1004.7,7.8,0,17,0,280,0,28,3.7,420,10.592,1,1.3,0,-4.8,-10
13,"oct",2012,0,13.1,0,6.6,0,3.8,0,2.9,1003.5,5.8,0,14,0,300,0,22,4.8,531,10.403,1,1.4,0,-1.9,-10
14,"oct",2012,0,12.8,0,4.2,0,1.4,0,0.2,1003.3,5.1,0,13,0,280,0,19,7,573,10.34,0.8,1.1,0.6,0.6,-8.9
15,"oct",2012,0,12.8,0,7.3,0,4.8,0,7.3,997.6,11.6,0,25,0,270,0,39,1.1,244,10.552,0.7,1,0,-6,-10
16,"oct",2012,0,12.8,0,9.2,0,6.9,0,14.8,988.8,12.1,0,23,0,270,0,37,1.8,307,9.988,1.4,1.7,0,-10,-10
17,"oct",2012,0,11.8,0,9.2,0,7.7,0,23.4,978.4,9.8,0,15,0,320,0,23,0,105,10.1,0.7,1,0,-10,-10
18,"oct",2012,0,12.5,0,10.3,0,8.2,0,3.9,991.8,10.6,0,15,0,320,0,24,1.7,326,10.6,0.7,1,0,-3.2,-10
19,"oct",2012,0,12.6,0,8.7,0,9.6,0,0.2,1003.5,5.1,0,12,0,10,0,21,0.3,235,11.075,0.7,0.9,0.5,0.5,-9
20,"oct",2012,0,14.9,0,9.5,0,5.5,0,0,1007.2,7.7,0,12,0,160,0,22,2.4,392,11.122,0.9,1.2,1.4,1.4,-7.6
21,"oct",2012,0,15.9,0,13.1,0,12,0,0,1010.6,10.4,0,14,0,130,0,27,4.4,441,11.865,1.5,1.8,2.9,2.9,-5.8
22,"oct",2012,0,15.6,0,11.8,0,12.2,0,0,1016.4,6.9,0,14,0,120,0,23,1.5,312,12.01,1.1,1.3,3.9,3.9,-4.4
23,"oct",2012,0,14.8,0,8.2,0,4.5,0,0,1021.8,3.4,0,12,0,70,0,16,0.1,180,11.733,0.6,0.8,4.5,4.5,-3.6
24,"oct",2012,0,13.1,0,12.1,0,10.7,0,0,1017.9,9.2,0,16,0,70,0,22,0,93,11.958,0.6,0.8,5.2,5.2,-2.7
25,"oct",2012,0,13.5,0,10.2,0,11.8,0,0,1013.3,7.9,0,12,0,50,0,20,0.5,163,12.13,0.8,1,5.9,5.9,-1.8
26,"oct",2012,0,10.3,0,4,0,8.5,0,0,1017.3,12.8,0,21,0,30,0,30,5.5,476,10.26,1,1.4,6.9,6.9,-0.7
27,"oct",2012,0,9.2,0,2.8,0,-1.3,0,0,1024.4,6.1,0,12,0,30,0,26,8.6,556,7.347,1,1.3,7.8,7.8,0.4
28,"oct",2012,0,10.4,0,8.3,0,3.6,0,6.9,1013.4,12.7,0,21,0,260,0,29,0,108,8.582,1,1.3,1.9,1.9,-5.5
29,"oct",2012,0,11.7,0,5.8,0,1.4,0,0.5,1007.7,4.1,0,10,0,10,0,16,2.9,273,8.78,0.6,0.8,1.9,1.9,-5.2
30,"oct",2012,0,10.8,0,7.2,0,5.6,0,1.6,999.5,8.6,0,18,0,230,0,30,1.6,316,9.335,0.8,1,1.1,1.1,-5.8
31,"oct",2012,0,10.4,0,4,0,6.1,0,12.3,981.5,10,0,20,0,220,0,31,3.3,277,9.062,0.5,0.8,0,-10,-10
1,"nov",2012,0,9.1,0,3.9,0,0.7,0,7.6,979.4,13.4,0,24,0,260,0,44,2.1,277,7.27,1.1,1.4,0,-6.5,-10
2,"nov",2012,0,9.7,0,1.7,0,-1.1,0,6.4,986.9,6.7,0,20,0,250,0,30,1.9,248,6.78,0.7,0.9,0,-5.7,-10
3,"nov",2012,0,9,0,4.8,0,0.9,0,4.3,987.3,15,0,25,0,250,0,35,2,216,6.43,1.2,1.6,0,-3.1,-10
4,"nov",2012,0,10,0,6.3,0,3.6,0,7.8,989.7,14.6,0,26,0,280,0,39,4.2,326,7.299,1,1.3,0,-6.8,-10
5,"nov",2012,0,10.8,0,4.8,0,0.9,0,2,1010.2,5.5,0,11,0,340,0,19,6.9,420,7.062,0.6,0.8,0,-1.4,-10
6,"nov",2012,0,10.9,0,7.4,0,2.6,0,0,1023.6,8.7,0,14,0,290,0,20,0.2,167,8.122,0.7,0.9,0.7,0.7,-8.8
7,"nov",2012,0,11.7,0,9.6,0,8.7,0,1.6,1023.1,10,0,15,0,220,0,21,0.1,150,9.115,0.7,0.9,0,-0.1,-9.2
8,"nov",2012,0,12.1,0,8.8,0,7.2,0,0.9,1014.9,7.7,0,15,0,210,0,25,2.1,254,9.523,0.6,0.8,0,-0.3,-9
9,"nov",2012,0,11.7,0,5.7,0,7.8,0,11.3,1002.5,10.5,0,18,0,260,0,26,1.1,200,9.51,0.5,0.7,0,-10,-10
10,"nov",2012,0,9.4,0,6.3,0,2.7,0,6.8,999.5,13.5,0,23,0,280,0,36,3.6,275,7.949,0.9,1.2,0,-5.9,-10
11,"nov",2012,0,12.3,0,7.4,0,4.7,0,12.9,1009.3,9.6,0,17,0,180,0,28,1.4,202,8.075,0.6,0.8,0,-10,-10
12,"nov",2012,0,13.2,0,11.9,0,6.8,0,11.7,1010.7,13.2,0,18,0,200,0,27,0,49,10.227,0.5,0.7,0,-10,-10
13,"nov",2012,0,12.8,0,10,0,12,0,11.8,1012.4,10.7,0,22,0,200,0,34,0,39,11.13,0.4,0.6,0,-10,-10
14,"nov",2012,2,12.5,2,9.4,0,9.1,1,4.8,NA,5.9,0,14,0,180,0,23,0,NA,10.81,0.3,0.4,0,-4.9,-10
15,"nov",2012,2,11.2,2,5.2,NA,NA,1,0.3,NA,3.5,0,7,0,150,0,11,0,NA,10.38,0.3,0.4,0.1,0.1,-9.4
16,"nov",2012,0,10.2,0,4.7,4,NA,0,1.9,1010.8,3.1,0,7,0,190,0,11,0.6,315,9.042,0.3,0.4,0,-1.5,-10
17,"nov",2012,0,9.5,0,5.1,0,3.8,0,1.6,1008.4,7.8,0,17,0,260,0,25,4.1,447,8.076,0.5,0.7,0,-1.1,-10
18,"nov",2012,0,11.9,0,2.1,0,-0.8,0,41.9,1000.6,12.6,0,25,0,190,0,38,0,48,7.404,0.3,0.5,0,-10,-10
19,"nov",2012,0,12.5,0,10.8,0,6.8,0,17.2,991.3,14.8,0,25,0,180,0,40,0.1,189,10.315,0.4,0.6,0,-10,-10
20,"nov",2012,0,11.6,0,5.9,0,7.8,0,12.7,994,12.8,0,32,0,210,0,48,1.4,265,9.417,0.6,0.8,0,-10,-10
21,"nov",2012,0,12.1,0,6.8,0,2.8,0,6.6,997.6,12.6,0,22,0,190,0,34,0.7,224,8.115,0.7,0.9,0,-5.9,-10
22,"nov",2012,0,10.5,0,5.5,0,6.3,0,15.7,994.8,14.8,0,23,0,210,0,36,0.8,220,8.283,0.6,0.8,0,-10,-10
23,"nov",2012,0,9.3,0,1.4,0,2.7,0,3.3,1005.3,6.8,0,18,0,250,0,29,4,348,6.767,0.4,0.5,0,-2.9,-10
24,"nov",2012,0,6.2,0,0.1,0,-2.6,0,0.4,1006.3,2.9,0,7,0,50,0,9,0.6,246,4.914,0.2,0.3,0,-0.2,-9.7
25,"nov",2012,0,8.4,0,2.3,0,-2.6,0,4.7,997.3,9.8,0,20,0,0,0,30,0,101,5.449,0.4,0.6,0,-4.3,-10
26,"nov",2012,0,9.5,0,6.1,0,5.4,0,4.6,1008.9,16,0,22,0,340,0,34,4.5,387,6.308,1,1.2,0,-3.6,-10
27,"nov",2012,0,8.2,0,5.8,0,4.2,0,1,1017,13.8,0,18,0,10,0,30,4.1,375,5.838,1,1.2,0,0,-9.5
28,"nov",2012,0,8.3,0,0.4,0,0.9,0,0.3,1020.6,4.7,0,14,0,20,0,21,6.2,460,4.93,0.2,0.3,0,-0.1,-9.1
29,"nov",2012,0,8.8,0,0.2,0,-2.8,0,5.1,1014.8,5.5,0,11,0,10,0,19,0,99,4.711,0.5,0.6,0,-4.6,-10
30,"nov",2012,0,9.6,0,4.7,0,4.7,0,5.7,1011.5,11.3,0,18,0,280,0,28,0.4,169,6.32,0.5,0.6,0,-5.2,-10
1,"dec",2012,0,9,0,4.8,0,1.4,0,2.8,1017.3,4,0,10,0,320,0,14,0.5,233,6.231,0.2,0.3,0,-2.6,-10
2,"dec",2012,0,11.7,0,5.9,0,4.5,0,12.4,1012.2,10.3,0,17,0,220,0,23,0,67,7.706,0.3,0.5,0,-10,-10
3,"dec",2012,0,10.5,0,5.1,0,2.6,0,4.9,1008.6,14.3,0,25,0,270,0,36,1,199,7.314,0.4,0.6,0,-4.5,-10
4,"dec",2012,0,9,0,5.1,0,3.3,0,1.5,1007.6,17.3,0,24,0,280,0,41,1.3,234,6.149,1,1.3,0,-0.5,-10
5,"dec",2012,0,8.7,0,0.6,0,1.1,0,0.3,1012.6,5.2,0,15,0,340,0,24,4.8,392,5.381,0.2,0.3,0,-0.1,-9.6
6,"dec",2012,0,9.2,0,1.6,0,-2.4,0,2,1009.9,13,0,24,0,290,0,35,0,54,5.149,0.5,0.8,0,-1.5,-10
7,"dec",2012,0,9.6,0,5.9,0,5.7,0,0.1,1015.5,11.6,0,20,0,310,0,30,1.6,245,6.156,0.8,1,0.7,0.7,-8.8
